"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2010,44,"Hard",1,"Verheiratetentarif",54.6,36,74.3
2010,44,"Hard",2,"Einelternfamilientarif",28.1,9.2,46
2010,51,"Gewerbeschule",0,"Grundtarif",41.95,20,65.9
2010,51,"Gewerbeschule",1,"Verheiratetentarif",61.8,40.8,87.4
2010,51,"Gewerbeschule",2,"Einelternfamilientarif",40,20,62.7
2010,52,"Escher Wyss",0,"Grundtarif",55.2,29.5,84
2010,52,"Escher Wyss",1,"Verheiratetentarif",89.1,54.7,140.4
2010,52,"Escher Wyss",2,"Einelternfamilientarif",57.4,32.7,84.6
2010,61,"Unterstrass",0,"Grundtarif",45.9,23.4,72.2
2010,61,"Unterstrass",1,"Verheiratetentarif",80.6,54.3,123.7
2010,61,"Unterstrass",2,"Einelternfamilientarif",44.1,27.4,68.35
2010,63,"Oberstrass",0,"Grundtarif",51.9,23.8,86.2
2010,63,"Oberstrass",1,"Verheiratetentarif",127.9,81.4,202.2
2010,63,"Oberstrass",2,"Einelternfamilientarif",67.6,44.9,122.4
2010,71,"Fluntern",0,"Grundtarif",55.1,18.3,98.5
2010,71,"Fluntern",1,"Verheiratetentarif",153.95,98.15,259.35
2010,71,"Fluntern",2,"Einelternfamilientarif",80,47.8,124.5
2010,72,"Hottingen",0,"Grundtarif",52.2,22.2,90
2010,72,"Hottingen",1,"Verheiratetentarif",140.35,80.2,235.7
2010,72,"Hottingen",2,"Einelternfamilientarif",72.9,42.2,116.9
2010,73,"Hirslanden",0,"Grundtarif",47,21.8,76.1
2010,73,"Hirslanden",1,"Verheiratetentarif",110,67.5,190.1
2010,73,"Hirslanden",2,"Einelternfamilientarif",55.4,34.4,82.4
2010,74,"Witikon",0,"Grundtarif",46.1,20.45,74.4
2010,74,"Witikon",1,"Verheiratetentarif",103.1,68.8,164.4
2010,74,"Witikon",2,"Einelternfamilientarif",62.2,35,97.7
2010,81,"Seefeld",0,"Grundtarif",60.2,30.8,98.4
2010,81,"Seefeld",1,"Verheiratetentarif",111.9,70,184.6
2010,81,"Seefeld",2,"Einelternfamilientarif",66.25,41.2,99.8
2010,82,"Mühlebach",0,"Grundtarif",53.8,24.5,88.9
2010,82,"Mühlebach",1,"Verheiratetentarif",111.7,68.1,180.3
2010,82,"Mühlebach",2,"Einelternfamilientarif",53.15,29.1,88.1
2010,83,"Weinegg",0,"Grundtarif",46.35,18.5,75.5
2010,83,"Weinegg",1,"Verheiratetentarif",103.95,67.4,173.3
2010,83,"Weinegg",2,"Einelternfamilientarif",57.8,37.2,83.4
2010,91,"Albisrieden",0,"Grundtarif",42.5,22.6,62.6
2010,91,"Albisrieden",1,"Verheiratetentarif",73.9,50.8,104.7
2010,91,"Albisrieden",2,"Einelternfamilientarif",48.5,29.4,71.3
2010,92,"Altstetten",0,"Grundtarif",39.9,20,58.85
2010,92,"Altstetten",1,"Verheiratetentarif",65,44.7,89.5
2010,92,"Altstetten",2,"Einelternfamilientarif",35.1,15.5,52.35
2010,101,"Höngg",0,"Grundtarif",48.7,24.9,73.8
2010,101,"Höngg",1,"Verheiratetentarif",91.8,62.9,136.4
2010,101,"Höngg",2,"Einelternfamilientarif",50.4,30.3,76.5
2010,102,"Wipkingen",0,"Grundtarif",44.2,22.6,66.4
2010,102,"Wipkingen",1,"Verheiratetentarif",72.5,49,108
2010,102,"Wipkingen",2,"Einelternfamilientarif",45.25,26.35,69.75
2010,111,"Affoltern",0,"Grundtarif",38.3,19,58
2010,111,"Affoltern",1,"Verheiratetentarif",70.4,48.75,96.35
2010,111,"Affoltern",2,"Einelternfamilientarif",35.9,19.1,56.2
2010,115,"Oerlikon",0,"Grundtarif",45.4,21.8,69.2
2010,115,"Oerlikon",1,"Verheiratetentarif",80.8,51.1,120.9
2010,115,"Oerlikon",2,"Einelternfamilientarif",46,27.1,70
2010,119,"Seebach",0,"Grundtarif",38.5,18.4,59.3
2010,119,"Seebach",1,"Verheiratetentarif",65.6,43.7,92.5
2010,119,"Seebach",2,"Einelternfamilientarif",34.65,15.7,52.5
2010,121,"Saatlen",0,"Grundtarif",31.8,15,51.1
2010,121,"Saatlen",1,"Verheiratetentarif",62.1,41.4,83.7
2010,121,"Saatlen",2,"Einelternfamilientarif",31.3,17.5,47.2
2010,122,"Schwamendingen-Mitte",0,"Grundtarif",33.35,17.3,51.2
2010,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.9,38.55,80.15
2010,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",28.05,5.5,45
2010,123,"Hirzenbach",0,"Grundtarif",30,13.5,45.4
2010,123,"Hirzenbach",1,"Verheiratetentarif",59.4,39.8,79
2010,123,"Hirzenbach",2,"Einelternfamilientarif",30,10,45
2011,11,"Rathaus",0,"Grundtarif",49.1,21.1,85.6
2011,11,"Rathaus",1,"Verheiratetentarif",121.6,70,202.8
2011,11,"Rathaus",2,"Einelternfamilientarif",53.2,28.1,95.8
2011,12,"Hochschulen",0,"Grundtarif",41.75,12.5,71.5
2011,12,"Hochschulen",1,"Verheiratetentarif",129.4,60.4,239.85
2011,12,"Hochschulen",2,"Einelternfamilientarif",,,
2011,13,"Lindenhof",0,"Grundtarif",55.6,22,98.15
2011,13,"Lindenhof",1,"Verheiratetentarif",123.5,81,199.6
2011,13,"Lindenhof",2,"Einelternfamilientarif",,,
2011,14,"City",0,"Grundtarif",33,6.2,86.8
2011,14,"City",1,"Verheiratetentarif",100.85,54.9,143.45
2011,14,"City",2,"Einelternfamilientarif",,,
2011,21,"Wollishofen",0,"Grundtarif",42.5,20,66.6
2011,21,"Wollishofen",1,"Verheiratetentarif",85.01,56,132.9
2011,21,"Wollishofen",2,"Einelternfamilientarif",44.9,27.2,68.3
2011,23,"Leimbach",0,"Grundtarif",37.2,19.8,58.7
2011,23,"Leimbach",1,"Verheiratetentarif",77.7,53.7,109.2
2011,23,"Leimbach",2,"Einelternfamilientarif",40.1,18.5,61.9
2011,24,"Enge",0,"Grundtarif",55.6,25.6,92.7
2011,24,"Enge",1,"Verheiratetentarif",117.6,71,198.9
2011,24,"Enge",2,"Einelternfamilientarif",58.7,31,101.9
2011,31,"Alt-Wiedikon",0,"Grundtarif",49.6,25.3,76.1
2011,31,"Alt-Wiedikon",1,"Verheiratetentarif",81.85,48.8,136.3
2011,31,"Alt-Wiedikon",2,"Einelternfamilientarif",48.3,25.3,75.75
2011,33,"Friesenberg",0,"Grundtarif",33.1,10.9,54.3
2011,33,"Friesenberg",1,"Verheiratetentarif",69.6,48.8,98.5
2011,33,"Friesenberg",2,"Einelternfamilientarif",38.6,21,55.1
2011,34,"Sihlfeld",0,"Grundtarif",41.2,21.2,62.7
2011,34,"Sihlfeld",1,"Verheiratetentarif",60,37.4,86.7
2011,34,"Sihlfeld",2,"Einelternfamilientarif",35.9,18.3,53.4
2011,41,"Werd",0,"Grundtarif",44.9,22.8,75.6
2011,41,"Werd",1,"Verheiratetentarif",70.1,40,116.5
2011,41,"Werd",2,"Einelternfamilientarif",52.9,28.1,86.5
2011,42,"Langstrasse",0,"Grundtarif",39.7,17.7,64
2011,42,"Langstrasse",1,"Verheiratetentarif",57.1,35.35,92.1
2011,42,"Langstrasse",2,"Einelternfamilientarif",38.95,11.5,68
2011,44,"Hard",0,"Grundtarif",33.7,17,52.6
2011,44,"Hard",1,"Verheiratetentarif",54.4,36.9,74.9
2011,44,"Hard",2,"Einelternfamilientarif",28.6,5.6,44.7
2011,51,"Gewerbeschule",0,"Grundtarif",40.4,18.7,66.6
2011,51,"Gewerbeschule",1,"Verheiratetentarif",63.4,42.1,90.7
2011,51,"Gewerbeschule",2,"Einelternfamilientarif",39.55,19.8,66.6
2011,52,"Escher Wyss",0,"Grundtarif",55.5,28.8,85.2
2011,52,"Escher Wyss",1,"Verheiratetentarif",88.55,58.1,142.1
2011,52,"Escher Wyss",2,"Einelternfamilientarif",60.8,38,85.2
2011,61,"Unterstrass",0,"Grundtarif",46.2,23.8,72.6
2011,61,"Unterstrass",1,"Verheiratetentarif",83.1,55.2,129.15
2011,61,"Unterstrass",2,"Einelternfamilientarif",47.7,29.1,76.1
2011,63,"Oberstrass",0,"Grundtarif",52.15,23.8,87.2
2011,63,"Oberstrass",1,"Verheiratetentarif",129,81.3,209.2
2011,63,"Oberstrass",2,"Einelternfamilientarif",67.55,41.2,119.9
2011,71,"Fluntern",0,"Grundtarif",56.8,18.9,100.2
2011,71,"Fluntern",1,"Verheiratetentarif",157.9,97,271.85
2011,71,"Fluntern",2,"Einelternfamilientarif",87.25,55,127.2
2011,72,"Hottingen",0,"Grundtarif",53.7,22.1,92.9
2011,72,"Hottingen",1,"Verheiratetentarif",138.5,85.3,235
2011,72,"Hottingen",2,"Einelternfamilientarif",75,39.8,123.4
2011,73,"Hirslanden",0,"Grundtarif",48,21.9,79.8
2011,73,"Hirslanden",1,"Verheiratetentarif",115.9,67.5,196.3
2011,73,"Hirslanden",2,"Einelternfamilientarif",55.3,34.6,88.5
2011,74,"Witikon",0,"Grundtarif",46.4,21.1,73.9
2011,74,"Witikon",1,"Verheiratetentarif",105.4,70.2,162.9
2011,74,"Witikon",2,"Einelternfamilientarif",60.6,34.35,90.8
2011,81,"Seefeld",0,"Grundtarif",60.6,31.6,100.2
2011,81,"Seefeld",1,"Verheiratetentarif",118.2,68.4,198.6
2011,81,"Seefeld",2,"Einelternfamilientarif",60,35.2,89.5
2011,82,"Mühlebach",0,"Grundtarif",55.2,26.1,90.7
2011,82,"Mühlebach",1,"Verheiratetentarif",111.55,69.75,182.6
2011,82,"Mühlebach",2,"Einelternfamilientarif",56.8,33.2,98.4
2011,83,"Weinegg",0,"Grundtarif",46.8,18,74.5
2011,83,"Weinegg",1,"Verheiratetentarif",106.75,68.05,173.75
2011,83,"Weinegg",2,"Einelternfamilientarif",57.4,40.1,86.7
2011,91,"Albisrieden",0,"Grundtarif",42.1,21.75,63.1
2011,91,"Albisrieden",1,"Verheiratetentarif",76,51.6,106.7
2011,91,"Albisrieden",2,"Einelternfamilientarif",48.1,27.3,72.4
2011,92,"Altstetten",0,"Grundtarif",40.5,20.7,60
2011,92,"Altstetten",1,"Verheiratetentarif",65.3,44.8,90
2011,92,"Altstetten",2,"Einelternfamilientarif",35.9,16,53.6
2011,101,"Höngg",0,"Grundtarif",49,24.5,73.8
2011,101,"Höngg",1,"Verheiratetentarif",93.7,63.5,140.5
2011,101,"Höngg",2,"Einelternfamilientarif",52.6,31.9,79.8
2011,102,"Wipkingen",0,"Grundtarif",45,22.6,67.3
2011,102,"Wipkingen",1,"Verheiratetentarif",73.8,49.6,111.7
2011,102,"Wipkingen",2,"Einelternfamilientarif",45.7,28.6,67.95
2011,111,"Affoltern",0,"Grundtarif",38.8,18.7,58.9
2011,111,"Affoltern",1,"Verheiratetentarif",70.6,49.1,97.8
2011,111,"Affoltern",2,"Einelternfamilientarif",36.45,19.8,55
2011,115,"Oerlikon",0,"Grundtarif",45.1,22.1,69.7
2011,115,"Oerlikon",1,"Verheiratetentarif",81.6,51.5,125.3
2011,115,"Oerlikon",2,"Einelternfamilientarif",47.8,27,71
2011,119,"Seebach",0,"Grundtarif",38.1,18.4,59.3
2011,119,"Seebach",1,"Verheiratetentarif",66.7,43.4,94.5
2011,119,"Seebach",2,"Einelternfamilientarif",34.95,17.25,54.25
2011,121,"Saatlen",0,"Grundtarif",32.3,14.3,50.2
2011,121,"Saatlen",1,"Verheiratetentarif",62.75,41.9,85.3
2011,121,"Saatlen",2,"Einelternfamilientarif",34.9,18.3,47
2011,122,"Schwamendingen-Mitte",0,"Grundtarif",32.8,17.15,50.7
2011,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.9,39,80.4
2011,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",28.75,9.8,45
2011,123,"Hirzenbach",0,"Grundtarif",29.7,13.9,45.9
2011,123,"Hirzenbach",1,"Verheiratetentarif",58.2,39.6,79.8
2011,123,"Hirzenbach",2,"Einelternfamilientarif",29.55,8.8,45.05
2012,11,"Rathaus",0,"Grundtarif",49.1,21,85
2012,11,"Rathaus",1,"Verheiratetentarif",120,67.6,191.8
2012,11,"Rathaus",2,"Einelternfamilientarif",57.85,34.65,94.7
2012,12,"Hochschulen",0,"Grundtarif",41.6,12.55,72.25
2012,12,"Hochschulen",1,"Verheiratetentarif",129.7,58.9,251
2012,12,"Hochschulen",2,"Einelternfamilientarif",,,
2012,13,"Lindenhof",0,"Grundtarif",54.7,21.8,97.9
2012,13,"Lindenhof",1,"Verheiratetentarif",126.75,84.7,202.8
2012,13,"Lindenhof",2,"Einelternfamilientarif",,,
2012,14,"City",0,"Grundtarif",33.7,5.3,87.9
2012,14,"City",1,"Verheiratetentarif",96.4,51.8,152.4
2012,14,"City",2,"Einelternfamilientarif",,,
2012,21,"Wollishofen",0,"Grundtarif",42.3,19.3,67.5
2012,21,"Wollishofen",1,"Verheiratetentarif",84.05,56.8,135.6
2012,21,"Wollishofen",2,"Einelternfamilientarif",42.7,25,66
2012,23,"Leimbach",0,"Grundtarif",37.8,18.7,58
2012,23,"Leimbach",1,"Verheiratetentarif",74.5,51.2,105.6
2012,23,"Leimbach",2,"Einelternfamilientarif",37.5,19.6,61.5
2012,24,"Enge",0,"Grundtarif",56.35,25,92.6
2012,24,"Enge",1,"Verheiratetentarif",117.45,69.5,202.9
2012,24,"Enge",2,"Einelternfamilientarif",57.2,28.45,98.3
2012,31,"Alt-Wiedikon",0,"Grundtarif",49.8,25.2,75.75
2012,31,"Alt-Wiedikon",1,"Verheiratetentarif",83.4,49.7,136.5
2012,31,"Alt-Wiedikon",2,"Einelternfamilientarif",53.65,27.5,80.5
2012,33,"Friesenberg",0,"Grundtarif",32.9,11,53.3
2012,33,"Friesenberg",1,"Verheiratetentarif",69.5,47.9,96.8
2012,33,"Friesenberg",2,"Einelternfamilientarif",37.7,21,54.8
2012,34,"Sihlfeld",0,"Grundtarif",41.4,20.7,63.7
2012,34,"Sihlfeld",1,"Verheiratetentarif",59.5,36.6,88.4
2012,34,"Sihlfeld",2,"Einelternfamilientarif",36.05,20.2,51.9
2012,41,"Werd",0,"Grundtarif",47.2,22.5,76.25
2012,41,"Werd",1,"Verheiratetentarif",73,36.3,123.9
2012,41,"Werd",2,"Einelternfamilientarif",44.8,25.6,85
2012,42,"Langstrasse",0,"Grundtarif",40.1,18,65.7
2012,42,"Langstrasse",1,"Verheiratetentarif",57.6,34.65,94.8
2012,42,"Langstrasse",2,"Einelternfamilientarif",36.9,14.4,70
2012,44,"Hard",0,"Grundtarif",34.4,17.2,54
2012,44,"Hard",1,"Verheiratetentarif",52.8,34.9,73.7
2012,44,"Hard",2,"Einelternfamilientarif",26.5,9.4,44.8
2012,51,"Gewerbeschule",0,"Grundtarif",41.2,19.4,66.8
2012,51,"Gewerbeschule",1,"Verheiratetentarif",64,41.7,94
2012,51,"Gewerbeschule",2,"Einelternfamilientarif",44,22.25,68.25
2012,52,"Escher Wyss",0,"Grundtarif",56.2,29.2,85.8
2012,52,"Escher Wyss",1,"Verheiratetentarif",96.6,58.4,149.4
2012,52,"Escher Wyss",2,"Einelternfamilientarif",56.4,31.8,84.5
2012,61,"Unterstrass",0,"Grundtarif",46.3,22.9,73.1
2012,61,"Unterstrass",1,"Verheiratetentarif",83,54.2,128.7
2012,61,"Unterstrass",2,"Einelternfamilientarif",47.7,28.7,71.7
2012,63,"Oberstrass",0,"Grundtarif",51.9,23,85.3
2012,63,"Oberstrass",1,"Verheiratetentarif",129.4,83.7,208.8
2012,63,"Oberstrass",2,"Einelternfamilientarif",69.8,40.2,119.55
2012,71,"Fluntern",0,"Grundtarif",56.7,19.3,100.1
2012,71,"Fluntern",1,"Verheiratetentarif",167.4,98.8,287.5
2012,71,"Fluntern",2,"Einelternfamilientarif",85.7,44.5,132.6
2012,72,"Hottingen",0,"Grundtarif",54,21.8,91.6
2012,72,"Hottingen",1,"Verheiratetentarif",141.1,84.1,239.7
2012,72,"Hottingen",2,"Einelternfamilientarif",79.05,43.9,126.1
2012,73,"Hirslanden",0,"Grundtarif",48.2,21.7,80.2
2012,73,"Hirslanden",1,"Verheiratetentarif",113.4,70.4,197.1
2012,73,"Hirslanden",2,"Einelternfamilientarif",54,35.9,87.2
2012,74,"Witikon",0,"Grundtarif",46.35,21.6,72.8
2012,74,"Witikon",1,"Verheiratetentarif",105.1,71.4,162
2012,74,"Witikon",2,"Einelternfamilientarif",58.7,32.5,91.8
2012,81,"Seefeld",0,"Grundtarif",61.9,30.5,100.2
2012,81,"Seefeld",1,"Verheiratetentarif",122.9,73.85,209.2
2012,81,"Seefeld",2,"Einelternfamilientarif",58.8,37.6,92.9
2012,82,"Mühlebach",0,"Grundtarif",55.9,26,93
2012,82,"Mühlebach",1,"Verheiratetentarif",116.05,71.35,189.3
2012,82,"Mühlebach",2,"Einelternfamilientarif",64.15,34.7,97.1
2012,83,"Weinegg",0,"Grundtarif",47,18.5,74.8
2012,83,"Weinegg",1,"Verheiratetentarif",105.3,66.8,172.3
2012,83,"Weinegg",2,"Einelternfamilientarif",58.35,40.1,99.1
2012,91,"Albisrieden",0,"Grundtarif",41.7,21.6,63.1
2012,91,"Albisrieden",1,"Verheiratetentarif",76,51.2,106
2012,91,"Albisrieden",2,"Einelternfamilientarif",46.15,28.55,71.05
2012,92,"Altstetten",0,"Grundtarif",40.7,20.4,60
2012,92,"Altstetten",1,"Verheiratetentarif",64.6,43.2,90.8
2012,92,"Altstetten",2,"Einelternfamilientarif",35.9,15.9,52.8
2012,101,"Höngg",0,"Grundtarif",48.8,24.1,73.3
2012,101,"Höngg",1,"Verheiratetentarif",93.4,62.8,140.05
2012,101,"Höngg",2,"Einelternfamilientarif",52.7,32.1,82.4
2012,102,"Wipkingen",0,"Grundtarif",45.8,22.5,69.1
2012,102,"Wipkingen",1,"Verheiratetentarif",74.1,50,114.8
2012,102,"Wipkingen",2,"Einelternfamilientarif",44.5,27.1,67.3
2012,111,"Affoltern",0,"Grundtarif",38.9,18.8,59.6
2012,111,"Affoltern",1,"Verheiratetentarif",70.7,48.5,98.2
2012,111,"Affoltern",2,"Einelternfamilientarif",38,18.9,56.2
2012,115,"Oerlikon",0,"Grundtarif",45.5,22.8,70.7
2012,115,"Oerlikon",1,"Verheiratetentarif",81.75,50.9,125.45
2012,115,"Oerlikon",2,"Einelternfamilientarif",43.9,24.2,67.1
2012,119,"Seebach",0,"Grundtarif",38.9,18,59.7
2012,119,"Seebach",1,"Verheiratetentarif",66.7,43.6,95.7
2012,119,"Seebach",2,"Einelternfamilientarif",34.6,17.2,53.7
2012,121,"Saatlen",0,"Grundtarif",31.3,14.4,50.9
2012,121,"Saatlen",1,"Verheiratetentarif",61.45,39.8,84.6
2012,121,"Saatlen",2,"Einelternfamilientarif",33,16,46.1
2012,122,"Schwamendingen-Mitte",0,"Grundtarif",32.9,16.1,50.3
2012,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.9,38,79.6
2012,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",24.9,4.7,42.4
2012,123,"Hirzenbach",0,"Grundtarif",29.15,12.5,46.6
2012,123,"Hirzenbach",1,"Verheiratetentarif",57.9,38.2,78.8
2012,123,"Hirzenbach",2,"Einelternfamilientarif",28.35,7,45.3
2013,11,"Rathaus",0,"Grundtarif",50,22,83.5
2013,11,"Rathaus",1,"Verheiratetentarif",120.5,72.9,197.8
2013,11,"Rathaus",2,"Einelternfamilientarif",52.6,29.15,97.15
2013,12,"Hochschulen",0,"Grundtarif",35.1,13.45,69.9
2013,12,"Hochschulen",1,"Verheiratetentarif",143,47.9,252.2
2013,12,"Hochschulen",2,"Einelternfamilientarif",,,
2013,13,"Lindenhof",0,"Grundtarif",55.1,20.1,95.2
2013,13,"Lindenhof",1,"Verheiratetentarif",124.2,86.4,213.3
2013,13,"Lindenhof",2,"Einelternfamilientarif",,,
2013,14,"City",0,"Grundtarif",32.6,7.6,78.3
2013,14,"City",1,"Verheiratetentarif",105.9,51.7,165.1
2013,14,"City",2,"Einelternfamilientarif",,,
2013,21,"Wollishofen",0,"Grundtarif",42.9,19.9,67.7
2013,21,"Wollishofen",1,"Verheiratetentarif",84.05,54.85,136.9
2013,21,"Wollishofen",2,"Einelternfamilientarif",44,24,65.8
2013,23,"Leimbach",0,"Grundtarif",38.5,18.95,59.3
2013,23,"Leimbach",1,"Verheiratetentarif",72.5,47.7,105
2013,23,"Leimbach",2,"Einelternfamilientarif",36.8,16.2,59.2
2013,24,"Enge",0,"Grundtarif",57,26.6,94.1
2013,24,"Enge",1,"Verheiratetentarif",120.65,68.1,206.8
2013,24,"Enge",2,"Einelternfamilientarif",56.5,22.9,95.6
2013,31,"Alt-Wiedikon",0,"Grundtarif",50.9,26.5,77.3
2013,31,"Alt-Wiedikon",1,"Verheiratetentarif",85.8,49.45,139.2
2013,31,"Alt-Wiedikon",2,"Einelternfamilientarif",53.9,28.8,82.3
2013,33,"Friesenberg",0,"Grundtarif",32.5,11.8,52.9
2013,33,"Friesenberg",1,"Verheiratetentarif",67.4,46.25,96.4
2013,33,"Friesenberg",2,"Einelternfamilientarif",37,18.5,53.8
2013,34,"Sihlfeld",0,"Grundtarif",42.4,21,64.5
2013,34,"Sihlfeld",1,"Verheiratetentarif",60,35.9,90.8
2013,34,"Sihlfeld",2,"Einelternfamilientarif",35.25,18.75,53.75
2013,41,"Werd",0,"Grundtarif",47.4,21.4,76.7
2013,41,"Werd",1,"Verheiratetentarif",63.3,31.05,122.35
2013,41,"Werd",2,"Einelternfamilientarif",59.75,29.5,95.95
2013,42,"Langstrasse",0,"Grundtarif",40.9,18,66.8
2013,42,"Langstrasse",1,"Verheiratetentarif",58.25,34.9,95.5
2013,42,"Langstrasse",2,"Einelternfamilientarif",40.9,15.6,71.2
2013,44,"Hard",0,"Grundtarif",34.5,17.3,54.85
2013,44,"Hard",1,"Verheiratetentarif",51,33.9,72.2
2013,44,"Hard",2,"Einelternfamilientarif",29.7,11.15,45.4
2013,51,"Gewerbeschule",0,"Grundtarif",41.2,19.5,66.8
2013,51,"Gewerbeschule",1,"Verheiratetentarif",64.9,42,93.3
2013,51,"Gewerbeschule",2,"Einelternfamilientarif",39.9,22.3,66.6
2013,52,"Escher Wyss",0,"Grundtarif",60.2,34.15,92.35
2013,52,"Escher Wyss",1,"Verheiratetentarif",108.4,66,165.9
2013,52,"Escher Wyss",2,"Einelternfamilientarif",62.75,35.6,100
2013,61,"Unterstrass",0,"Grundtarif",46.3,22.6,72.5
2013,61,"Unterstrass",1,"Verheiratetentarif",83.35,54.6,129.8
2013,61,"Unterstrass",2,"Einelternfamilientarif",47.4,28.3,72.5
2013,63,"Oberstrass",0,"Grundtarif",50.85,21.6,86.4
2013,63,"Oberstrass",1,"Verheiratetentarif",129.4,82.3,211.1
2013,63,"Oberstrass",2,"Einelternfamilientarif",63.65,41.6,109.3
2013,71,"Fluntern",0,"Grundtarif",55.7,18.5,100
2013,71,"Fluntern",1,"Verheiratetentarif",165.25,99.65,279.55
2013,71,"Fluntern",2,"Einelternfamilientarif",90.4,52.4,138
2013,72,"Hottingen",0,"Grundtarif",54.7,22,90
2013,72,"Hottingen",1,"Verheiratetentarif",135.85,84.3,243.9
2013,72,"Hottingen",2,"Einelternfamilientarif",72.2,46.1,125.6
2013,73,"Hirslanden",0,"Grundtarif",49.2,22.45,80.45
2013,73,"Hirslanden",1,"Verheiratetentarif",112.35,67.9,198.15
2013,73,"Hirslanden",2,"Einelternfamilientarif",54,31.5,93.3
2013,74,"Witikon",0,"Grundtarif",45,20.6,72.6
2013,74,"Witikon",1,"Verheiratetentarif",102.9,68.7,158.4
2013,74,"Witikon",2,"Einelternfamilientarif",54.8,33.4,87.2
2013,81,"Seefeld",0,"Grundtarif",61.3,30.1,100.7
2013,81,"Seefeld",1,"Verheiratetentarif",122.3,74.6,212.9
2013,81,"Seefeld",2,"Einelternfamilientarif",59.3,38.7,90
2013,82,"Mühlebach",0,"Grundtarif",55.4,23.9,93.6
2013,82,"Mühlebach",1,"Verheiratetentarif",117.6,73,197
2013,82,"Mühlebach",2,"Einelternfamilientarif",63.6,37.5,92.2
2013,83,"Weinegg",0,"Grundtarif",45.75,17.45,73.95
2013,83,"Weinegg",1,"Verheiratetentarif",104.3,66.8,176.7
2013,83,"Weinegg",2,"Einelternfamilientarif",55.35,35.2,101.5
2013,91,"Albisrieden",0,"Grundtarif",42.2,22.3,63.3
2013,91,"Albisrieden",1,"Verheiratetentarif",75,50.5,106.6
2013,91,"Albisrieden",2,"Einelternfamilientarif",42.3,25.5,69.7
2013,92,"Altstetten",0,"Grundtarif",40.4,20.1,60
2013,92,"Altstetten",1,"Verheiratetentarif",64.4,42.9,91.1
2013,92,"Altstetten",2,"Einelternfamilientarif",33.7,17.6,51
2013,101,"Höngg",0,"Grundtarif",48.6,24,72.8
2013,101,"Höngg",1,"Verheiratetentarif",92.6,61.8,139.8
2013,101,"Höngg",2,"Einelternfamilientarif",51.8,30,82.1
2013,102,"Wipkingen",0,"Grundtarif",45.7,22.9,68.1
2013,102,"Wipkingen",1,"Verheiratetentarif",73.1,47.15,111.7
2013,102,"Wipkingen",2,"Einelternfamilientarif",44.7,23.75,66.2
2013,111,"Affoltern",0,"Grundtarif",38.8,18.6,59.2
2013,111,"Affoltern",1,"Verheiratetentarif",70.4,47.1,97.55
2013,111,"Affoltern",2,"Einelternfamilientarif",35.95,16.5,55.7
2013,115,"Oerlikon",0,"Grundtarif",45.5,21.9,70.5
2013,115,"Oerlikon",1,"Verheiratetentarif",81.5,50.2,125
2013,115,"Oerlikon",2,"Einelternfamilientarif",43.35,20.85,70
2013,119,"Seebach",0,"Grundtarif",39.1,18.6,59.6
2013,119,"Seebach",1,"Verheiratetentarif",65.8,42,94.8
2013,119,"Seebach",2,"Einelternfamilientarif",33.7,16.05,53.9
2013,121,"Saatlen",0,"Grundtarif",32.1,14.4,50.65
2013,121,"Saatlen",1,"Verheiratetentarif",59.9,38.2,84.5
2013,121,"Saatlen",2,"Einelternfamilientarif",31.1,13.7,48
2013,122,"Schwamendingen-Mitte",0,"Grundtarif",33.2,17.6,51.6
2013,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.6,36.8,79.75
2013,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",28,9.8,42.7
2013,123,"Hirzenbach",0,"Grundtarif",29.1,11.6,46.8
2013,123,"Hirzenbach",1,"Verheiratetentarif",55.8,36.6,76.965
2013,123,"Hirzenbach",2,"Einelternfamilientarif",26,4.1,42.6
2014,11,"Rathaus",0,"Grundtarif",49.4,20.7,85
2014,11,"Rathaus",1,"Verheiratetentarif",117.05,74.2,204.1
2014,11,"Rathaus",2,"Einelternfamilientarif",55,30.8,95.6
2014,12,"Hochschulen",0,"Grundtarif",34.9,12.1,71.7
2014,12,"Hochschulen",1,"Verheiratetentarif",139.2,62.2,254.6
2014,12,"Hochschulen",2,"Einelternfamilientarif",,,
2014,13,"Lindenhof",0,"Grundtarif",55.25,24.05,100
2014,13,"Lindenhof",1,"Verheiratetentarif",118.1,67.2,211.4
2014,13,"Lindenhof",2,"Einelternfamilientarif",,,
2014,14,"City",0,"Grundtarif",31.3,2.2,76.3
2014,14,"City",1,"Verheiratetentarif",109.7,57.8,191.8
2014,14,"City",2,"Einelternfamilientarif",,,
2014,21,"Wollishofen",0,"Grundtarif",42.3,19,67.3
2014,21,"Wollishofen",1,"Verheiratetentarif",88.8,58.1,141.2
2014,21,"Wollishofen",2,"Einelternfamilientarif",46.2,27.5,68.2
2014,23,"Leimbach",0,"Grundtarif",37.8,17.7,59.2
